date,close
2023-04-19,202.5500030517578
2023-04-20,195.89999389648438
2023-04-21,194.1999969482422
2023-04-24,196.75
2023-04-25,192.4499969482422
2023-04-26,195.85000610351562
2023-04-27,192.10000610351562
2023-04-28,189.85000610351562
2023-05-01,189.25
2023-05-02,190.64999389648438
2023-05-03,189.1999969482422
2023-05-04,186.39999389648438
2023-05-05,191.0
2023-05-08,186.89999389648438
2023-05-09,188.0
2023-05-10,187.4499969482422
2023-05-11,185.8000030517578
2023-05-12,186.0
2023-05-15,193.0500030517578
2023-05-16,190.35000610351562
2023-05-17,189.85000610351562
2023-05-18,190.4499969482422
2023-05-19,192.0
2023-05-22,189.1999969482422
2023-05-23,187.4499969482422
2023-05-24,188.0
2023-05-25,182.6999969482422
2023-05-26,181.60000610351562
2023-05-30,177.10000610351562
2023-05-31,178.64999389648438
2023-06-01,183.0500030517578
2023-06-02,180.3000030517578
2023-06-05,183.10000610351562
2023-06-06,182.60000610351562
2023-06-07,185.39999389648438
2023-06-08,194.85000610351562
2023-06-09,190.64999389648438
2023-06-12,185.5500030517578
2023-06-13,182.75
2023-06-14,184.39999389648438
2023-06-15,187.0
2023-06-16,184.89999389648438
2023-06-20,177.4499969482422
2023-06-21,172.0
2023-06-22,171.6999969482422
2023-06-23,168.0500030517578
2023-06-26,167.9499969482422
2023-06-27,169.4499969482422
2023-06-28,165.64999389648438
2023-06-29,163.60000610351562
2023-06-30,161.0
2023-07-03,162.5
2023-07-05,161.0500030517578
2023-07-06,162.35000610351562
2023-07-07,162.8000030517578
2023-07-10,161.75
2023-07-11,159.3000030517578
2023-07-12,158.75
2023-07-13,159.35000610351562
2023-07-14,161.9499969482422
2023-07-17,154.75
2023-07-18,155.25
2023-07-19,152.4499969482422
2023-07-20,158.0500030517578
2023-07-21,161.85000610351562
2023-07-24,163.0
2023-07-25,161.85000610351562
2023-07-26,163.14999389648438
2023-07-27,161.4499969482422
2023-07-28,157.89999389648438
2023-07-31,164.64999389648438
2023-08-01,164.5500030517578
2023-08-02,166.9499969482422
2023-08-03,164.75
2023-08-04,161.35000610351562
2023-08-07,163.9499969482422
2023-08-08,161.35000610351562
2023-08-09,160.75
2023-08-10,159.89999389648438
2023-08-11,157.8000030517578
2023-08-14,151.10000610351562
2023-08-15,149.25
2023-08-16,148.89999389648438
2023-08-17,147.0
2023-08-18,147.4499969482422
2023-08-21,147.5500030517578
2023-08-22,146.60000610351562
2023-08-23,152.9499969482422
2023-08-24,153.0
2023-08-25,151.75
2023-08-28,151.8000030517578
2023-08-29,151.35000610351562
2023-08-30,153.35000610351562
2023-08-31,152.6999969482422
2023-09-01,150.9499969482422
2023-09-05,151.39999389648438
2023-09-06,151.75
2023-09-07,147.39999389648438
2023-09-08,146.25
2023-09-11,151.5500030517578
2023-09-12,150.6999969482422
2023-09-13,151.0500030517578
2023-09-14,153.10000610351562
2023-09-15,158.25
2023-09-18,158.6999969482422
2023-09-19,167.5
2023-09-20,158.1999969482422
2023-09-21,154.85000610351562
2023-09-22,151.14999389648438
2023-09-25,148.8000030517578
2023-09-26,150.85000610351562
2023-09-27,149.25
2023-09-28,147.1999969482422
2023-09-29,146.14999389648438
2023-10-02,149.10000610351562
2023-10-03,148.75
2023-10-04,146.35000610351562
2023-10-05,145.39999389648438
2023-10-06,146.0500030517578
2023-10-09,146.0500030517578
2023-10-10,147.5
2023-10-11,147.6999969482422
2023-10-12,149.3000030517578
2023-10-13,154.89999389648438
2023-10-16,154.14999389648438
2023-10-17,157.0500030517578
2023-10-18,158.0500030517578
2023-10-19,163.9499969482422
2023-10-20,165.25
2023-10-23,165.85000610351562
2023-10-24,168.14999389648438
2023-10-25,162.3000030517578
2023-10-26,161.1999969482422
2023-10-27,160.9499969482422
2023-10-30,159.10000610351562
2023-10-31,167.3000030517578
2023-11-01,159.8000030517578
2023-11-02,165.35000610351562
2023-11-03,170.89999389648438
2023-11-06,173.6999969482422
2023-11-07,170.75
2023-11-08,174.35000610351562
2023-11-09,178.8000030517578
2023-11-10,174.5
2023-11-13,178.64999389648438
2023-11-14,176.4499969482422
2023-11-15,180.8000030517578
2023-11-16,176.10000610351562
2023-11-17,170.9499969482422
2023-11-20,177.89999389648438
2023-11-21,176.5500030517578
2023-11-22,178.64999389648438
2023-11-23,178.64999389648438
2023-11-24,178.64999389648438
2023-11-27,179.6999969482422
2023-11-28,183.64999389648438
2023-11-29,182.10000610351562
2023-11-30,195.0
2023-12-01,193.89999389648438
2023-12-04,188.89999389648438
2023-12-05,193.85000610351562
2023-12-06,185.25
2023-12-07,185.5
2023-12-08,185.14999389648438
2023-12-11,194.0
2023-12-12,191.14999389648438
2023-12-13,194.64999389648438
2023-12-14,200.10000610351562
2023-12-15,201.8000030517578
2023-12-18,209.5500030517578
2023-12-19,202.39999389648438
2023-12-20,190.60000610351562
2023-12-21,193.60000610351562
2023-12-22,192.8000030517578
2023-12-26,194.35000610351562
2023-12-27,197.75
2023-12-28,198.0
2023-12-29,188.3000030517578
2024-01-02,190.14999389648438
2024-01-03,186.25
2024-01-04,185.5500030517578
2024-01-05,182.8000030517578
2024-01-08,181.39999389648438
2024-01-09,184.10000610351562
2024-01-10,181.14999389648438
2024-01-11,184.0500030517578
2024-01-12,180.0
2024-01-16,185.25
2024-01-17,179.1999969482422
2024-01-18,179.9499969482422
2024-01-19,185.14999389648438
2024-01-22,192.25
2024-01-23,192.9499969482422
2024-01-24,189.4499969482422
2024-01-25,186.9499969482422
2024-01-26,193.85000610351562
2024-01-29,189.25
2024-01-30,194.0
2024-01-31,194.0500030517578
2024-02-01,194.1999969482422
2024-02-02,191.9499969482422
2024-02-05,189.5
2024-02-06,188.1999969482422
2024-02-07,190.6999969482422
2024-02-08,188.8000030517578
2024-02-09,196.3000030517578
2024-02-12,195.60000610351562
2024-02-13,193.0
2024-02-14,187.0500030517578
2024-02-15,189.3000030517578
2024-02-16,190.85000610351562
2024-02-20,191.60000610351562
2024-02-21,198.35000610351562
2024-02-22,193.85000610351562
2024-02-23,191.0
2024-02-26,190.10000610351562
2024-02-27,194.0500030517578
2024-02-28,193.35000610351562
2024-02-29,195.85000610351562
2024-03-01,193.8000030517578
2024-03-04,197.39999389648438
2024-03-05,195.0
2024-03-06,194.4499969482422
2024-03-07,198.35000610351562
2024-03-08,191.39999389648438
2024-03-11,194.35000610351562
2024-03-12,195.39999389648438
2024-03-13,191.64999389648438
2024-03-14,191.35000610351562
2024-03-15,182.85000610351562
2024-03-18,181.85000610351562
2024-03-19,183.0500030517578
2024-03-20,182.39999389648438
2024-03-21,185.6999969482422
2024-03-22,184.85000610351562
2024-03-25,185.64999389648438
2024-03-26,188.0500030517578
2024-03-27,190.64999389648438
2024-03-28,188.85000610351562
2024-04-01,191.8000030517578
2024-04-02,197.75
2024-04-03,203.60000610351562
2024-04-04,206.75
2024-04-05,212.5
2024-04-08,211.10000610351562
2024-04-09,213.5500030517578
2024-04-10,214.64999389648438
2024-04-11,220.35000610351562
2024-04-12,224.64999389648438
2024-04-15,231.5500030517578
2024-04-16,236.75
2024-04-17,247.9499969482422
2024-04-18,239.85000610351562
2024-04-19,241.39999389648438
2024-04-22,231.64999389648438
2024-04-23,224.5
2024-04-24,228.4499969482422
2024-04-25,231.9499969482422
2024-04-26,230.60000610351562
2024-04-29,233.5500030517578
2024-04-30,220.64999389648438
2024-05-01,219.0500030517578
2024-05-02,208.64999389648438
2024-05-03,205.89999389648438
2024-05-06,200.6999969482422
2024-05-07,199.0
2024-05-08,200.25
2024-05-09,203.6999969482422
2024-05-10,204.39999389648438
2024-05-13,200.39999389648438
2024-05-14,202.85000610351562
2024-05-15,201.25
2024-05-16,199.5500030517578
2024-05-17,208.14999389648438
2024-05-20,209.3000030517578
2024-05-21,217.1999969482422
2024-05-22,220.4499969482422
2024-05-23,215.64999389648438
2024-05-24,218.25
2024-05-28,230.9499969482422
2024-05-29,229.4499969482422
2024-05-30,233.0
2024-05-31,222.35000610351562
2024-06-03,226.5500030517578
2024-06-04,233.89999389648438
2024-06-05,231.9499969482422
2024-06-06,234.1999969482422
2024-06-07,224.8000030517578
2024-06-10,221.39999389648438
2024-06-11,220.5500030517578
2024-06-12,224.35000610351562
2024-06-13,226.0500030517578
2024-06-14,224.14999389648438
2024-06-17,227.14999389648438
2024-06-18,226.3000030517578
2024-06-20,230.25
2024-06-21,226.5500030517578
2024-06-24,238.0
2024-06-25,231.1999969482422
2024-06-26,226.35000610351562
2024-06-27,228.25
2024-06-28,228.9499969482422
2024-07-01,226.6999969482422
2024-07-02,229.10000610351562
2024-07-03,225.9499969482422
2024-07-05,230.3000030517578
2024-07-08,236.1999969482422
2024-07-09,252.0
2024-07-10,245.6999969482422
2024-07-11,246.75
2024-07-12,250.4499969482422
2024-07-15,244.14999389648438
2024-07-16,245.39999389648438
2024-07-17,247.35000610351562
2024-07-18,243.39999389648438
2024-07-19,238.1999969482422
2024-07-22,243.0500030517578
2024-07-23,239.10000610351562
2024-07-24,231.14999389648438
2024-07-25,234.6999969482422
2024-07-26,230.25
2024-07-29,230.39999389648438
2024-07-30,230.8000030517578
2024-07-31,229.1999969482422
2024-08-01,227.25
2024-08-02,230.5
2024-08-05,225.6999969482422
2024-08-06,235.9499969482422
2024-08-07,246.3000030517578
2024-08-08,245.3000030517578
2024-08-09,234.0500030517578
2024-08-12,240.85000610351562
2024-08-13,232.6999969482422
2024-08-14,237.0
2024-08-15,239.89999389648438
2024-08-16,245.4499969482422
2024-08-19,245.89999389648438
2024-08-20,249.4499969482422
2024-08-21,249.4499969482422
2024-08-22,246.8000030517578
2024-08-23,251.1999969482422
2024-08-26,253.64999389648438
2024-08-27,259.3999938964844
2024-08-28,260.45001220703125
2024-08-29,251.8000030517578
2024-08-30,248.1999969482422
2024-09-03,246.75
2024-09-04,245.5500030517578
2024-09-05,246.60000610351562
2024-09-06,240.0500030517578
2024-09-09,249.4499969482422
2024-09-10,248.0
2024-09-11,249.4499969482422
2024-09-12,252.0
2024-09-13,262.04998779296875
2024-09-16,259.04998779296875
2024-09-17,265.0
2024-09-18,263.1499938964844
2024-09-19,261.6499938964844
2024-09-20,250.75
2024-09-23,263.6499938964844
2024-09-24,267.79998779296875
2024-09-25,269.1000061035156
2024-09-26,273.8999938964844
2024-09-27,269.1499938964844
2024-09-30,270.25
2024-10-01,264.1499938964844
2024-10-02,256.5
2024-10-03,252.0500030517578
2024-10-04,257.3500061035156
2024-10-07,244.64999389648438
2024-10-08,248.1999969482422
2024-10-09,250.0500030517578
2024-10-10,254.75
2024-10-11,252.0500030517578
2024-10-14,262.04998779296875
2024-10-15,256.70001220703125
2024-10-16,258.0
2024-10-17,255.14999389648438
2024-10-18,257.29998779296875
2024-10-21,251.6999969482422
2024-10-22,249.85000610351562
2024-10-23,252.35000610351562
2024-10-24,245.4499969482422
2024-10-25,248.39999389648438
2024-10-28,252.35000610351562
2024-10-29,248.10000610351562
2024-10-30,249.60000610351562
2024-10-31,245.89999389648438
2024-11-01,242.9499969482422
2024-11-04,245.9499969482422
2024-11-05,250.14999389648438
2024-11-06,248.75
2024-11-07,260.3999938964844
2024-11-08,253.35000610351562
2024-11-11,256.20001220703125
2024-11-12,263.54998779296875
2024-11-13,271.6499938964844
2024-11-14,278.95001220703125
2024-11-15,281.79998779296875
2024-11-18,280.75
2024-11-19,279.75
2024-11-20,295.29998779296875
2024-11-21,298.6499938964844
2024-11-22,305.25
2024-11-25,308.3500061035156
2024-11-26,312.1499938964844
2024-11-27,326.1499938964844
2024-11-29,321.6499938964844
2024-12-02,299.20001220703125
2024-12-03,297.70001220703125
2024-12-04,305.95001220703125
2024-12-05,315.75
2024-12-06,332.5
2024-12-09,332.29998779296875
2024-12-10,335.6499938964844
2024-12-11,321.70001220703125
2024-12-12,322.6000061035156
2024-12-13,320.8500061035156
2024-12-16,328.75
2024-12-17,325.45001220703125
2024-12-18,333.1499938964844
2024-12-19,323.75
2024-12-20,325.0
2024-12-23,327.25
2024-12-24,328.6000061035156
2024-12-26,324.6499938964844
2024-12-27,322.6499938964844
2024-12-30,321.0
2024-12-31,319.75
2025-01-02,326.8500061035156
2025-01-03,318.6499938964844
2025-01-06,318.6000061035156
2025-01-07,320.5
2025-01-08,316.45001220703125
2025-01-09,318.5
2025-01-10,323.8500061035156
2025-01-13,325.95001220703125
2025-01-14,321.95001220703125
2025-01-15,330.45001220703125
2025-01-16,327.1499938964844
2025-01-17,328.3500061035156
2025-01-21,327.79998779296875
2025-01-22,341.8500061035156
2025-01-23,343.95001220703125
2025-01-24,347.54998779296875
2025-01-27,349.20001220703125
2025-01-28,357.5
2025-01-29,366.54998779296875
2025-01-30,373.3999938964844
2025-01-31,377.8500061035156
2025-02-03,380.8999938964844
2025-02-04,383.3500061035156
2025-02-05,397.75
2025-02-06,403.95001220703125
2025-02-07,404.3500061035156
2025-02-10,429.04998779296875
2025-02-11,413.45001220703125
2025-02-12,431.79998779296875
2025-02-13,438.8999938964844
2025-02-14,419.75
2025-02-18,419.0
2025-02-19,417.8999938964844
2025-02-20,395.75
2025-02-21,400.0
2025-02-24,393.79998779296875
2025-02-25,380.5
2025-02-26,379.45001220703125
2025-02-27,378.75
2025-02-28,379.04998779296875
2025-03-03,392.70001220703125
2025-03-04,403.75
2025-03-05,415.5
2025-03-06,393.0
2025-03-07,390.20001220703125
2025-03-10,389.3500061035156
2025-03-11,399.45001220703125
2025-03-12,392.20001220703125
2025-03-13,390.6000061035156
2025-03-14,382.1000061035156
2025-03-17,389.3500061035156
2025-03-18,387.1499938964844
2025-03-19,394.6000061035156
2025-03-20,392.1499938964844
2025-03-21,391.3999938964844
2025-03-24,393.3999938964844
2025-03-25,398.54998779296875
2025-03-26,392.0
2025-03-27,378.79998779296875
2025-03-28,379.95001220703125
2025-03-31,379.75
2025-04-01,389.04998779296875
2025-04-02,388.8500061035156
2025-04-03,385.25
2025-04-04,365.70001220703125
2025-04-07,344.79998779296875
2025-04-08,342.8999938964844
2025-04-09,341.70001220703125
2025-04-10,342.8500061035156
2025-04-11,357.70001220703125
2025-04-14,360.3999938964844
2025-04-15,369.3999938964844
2025-04-16,376.04998779296875
2025-04-17,375.5
2025-04-21,366.79998779296875
2025-04-22,377.6499938964844
2025-04-23,392.3999938964844
2025-04-24,408.0
2025-04-25,408.25
2025-04-28,421.54998779296875
2025-04-29,412.6499938964844
2025-04-30,413.6000061035156
2025-05-01,395.70001220703125
2025-05-02,395.3999938964844
2025-05-05,398.95001220703125
2025-05-06,401.1000061035156
2025-05-07,396.20001220703125
2025-05-08,397.79998779296875
2025-05-09,397.1499938964844
2025-05-12,382.45001220703125
2025-05-13,384.8500061035156
2025-05-14,373.95001220703125
2025-05-15,384.95001220703125
2025-05-16,376.25
2025-05-19,376.1499938964844
2025-05-20,369.29998779296875
2025-05-21,370.29998779296875
2025-05-22,360.75
2025-05-23,361.0
2025-05-27,361.70001220703125
2025-05-28,351.95001220703125
2025-05-29,348.3999938964844
2025-05-30,342.45001220703125
2025-06-02,344.45001220703125
2025-06-03,340.8500061035156
2025-06-04,346.1499938964844
2025-06-05,359.75
2025-06-06,358.04998779296875
2025-06-09,361.54998779296875
2025-06-10,355.04998779296875
2025-06-11,350.6499938964844
2025-06-12,347.79998779296875
2025-06-13,349.70001220703125
2025-06-16,343.95001220703125
2025-06-17,335.8500061035156
2025-06-18,324.8999938964844
2025-06-20,319.04998779296875
2025-06-23,330.29998779296875
2025-06-24,315.3500061035156
2025-06-25,308.6499938964844
2025-06-26,309.5
2025-06-27,309.8999938964844
2025-06-30,306.75
2025-07-01,298.8500061035156
2025-07-02,297.95001220703125
2025-07-03,292.6499938964844
2025-07-04,292.6499938964844
2025-07-07,280.04998779296875
2025-07-08,287.3999938964844
2025-07-09,285.8500061035156
2025-07-10,289.8999938964844
2025-07-11,288.6000061035156
2025-07-14,305.70001220703125
2025-07-15,301.6000061035156
2025-07-16,314.54998779296875
2025-07-17,312.5
2025-07-18,308.8999938964844
2025-07-21,297.25
2025-07-22,296.3500061035156
2025-07-23,301.3500061035156
2025-07-24,304.8500061035156
2025-07-25,297.54998779296875
2025-07-28,301.70001220703125
2025-07-29,296.5
2025-07-30,293.3999938964844
2025-07-31,295.79998779296875
2025-08-01,284.20001220703125
2025-08-04,288.54998779296875
2025-08-05,298.70001220703125
2025-08-06,293.3999938964844
2025-08-07,297.79998779296875
2025-08-08,309.3500061035156
2025-08-11,320.70001220703125
2025-08-12,315.1499938964844
2025-08-13,319.6000061035156
2025-08-14,326.5
2025-08-15,341.6499938964844
2025-08-18,343.6000061035156
2025-08-19,356.20001220703125
2025-08-20,360.25
2025-08-21,375.25
2025-08-22,390.6499938964844
2025-08-25,389.95001220703125
2025-08-26,384.04998779296875
2025-08-27,393.79998779296875
2025-08-28,387.75
2025-08-29,396.8500061035156
2025-09-02,382.20001220703125
2025-09-03,385.25
2025-09-04,385.75
2025-09-05,385.6000061035156
2025-09-08,397.79998779296875
2025-09-09,393.0
2025-09-10,401.0
2025-09-11,400.04998779296875
2025-09-12,410.6499938964844
2025-09-15,432.3500061035156
2025-09-16,422.25
2025-09-17,388.54998779296875
2025-09-18,385.8500061035156
2025-09-19,366.5
2025-09-22,367.3500061035156
2025-09-23,350.1499938964844
2025-09-24,367.75
2025-09-25,371.3500061035156
2025-09-26,378.04998779296875
2025-09-29,372.20001220703125
2025-09-30,374.8500061035156
2025-10-01,383.8999938964844
2025-10-02,378.1000061035156
2025-10-03,390.75
2025-10-06,381.3500061035156
2025-10-07,375.3999938964844
2025-10-08,385.1000061035156
2025-10-09,377.25
2025-10-10,373.04998779296875
2025-10-13,385.20001220703125
2025-10-14,399.6499938964844
2025-10-15,394.8999938964844
2025-10-16,393.79998779296875
2025-10-17,397.45001220703125
2025-10-20,406.04998779296875
2025-10-21,413.54998779296875
2025-10-22,420.8500061035156
2025-10-23,410.1499938964844
2025-10-24,403.0
2025-10-27,390.1000061035156
2025-10-28,387.8999938964844
2025-10-29,390.70001220703125
2025-10-30,392.0
2025-10-31,392.04998779296875
2025-11-03,406.6499938964844
2025-11-04,405.25
2025-11-05,413.6000061035156
2025-11-06,396.75
2025-11-07,407.79998779296875
2025-11-10,414.75
2025-11-11,422.70001220703125
2025-11-12,403.6499938964844
2025-11-13,401.70001220703125
2025-11-14,399.79998779296875
2025-11-17,402.54998779296875
2025-11-18,415.3500061035156
2025-11-19,404.5
2025-11-20,406.5
2025-11-21,400.0
2025-11-24,407.45001220703125
2025-11-25,414.20001220703125
2025-11-26,411.5
2025-11-28,413.0
2025-12-01,411.5
2025-12-02,405.54998779296875
2025-12-03,403.75
2025-12-04,411.95001220703125
2025-12-05,406.25
2025-12-08,396.04998779296875
2025-12-09,394.20001220703125
2025-12-10,400.79998779296875
2025-12-11,405.45001220703125
2025-12-12,397.20001220703125
2025-12-15,387.70001220703125
2025-12-16,379.29998779296875
2025-12-17,351.8999938964844
2025-12-18,345.45001220703125
2025-12-19,340.6499938964844
2025-12-22,347.3500061035156
2025-12-23,346.95001220703125
2025-12-24,345.1499938964844
2025-12-26,350.25
2025-12-29,352.1499938964844
2025-12-30,350.20001220703125
2025-12-31,348.75
2026-01-02,357.29998779296875
2026-01-05,359.3500061035156
2026-01-06,373.8500061035156
2026-01-07,375.45001220703125
2026-01-08,372.3500061035156
2026-01-09,357.6499938964844
2026-01-12,356.04998779296875
2026-01-13,360.25
2026-01-14,356.0
2026-01-15,358.1000061035156
2026-01-16,355.29998779296875
2026-01-20,346.5
2026-01-21,347.5
2026-01-22,347.70001220703125
2026-01-23,350.8999938964844
2026-01-26,356.25
2026-01-27,367.25
2026-01-28,351.0
2026-01-29,345.5
2026-01-30,332.25
2026-02-02,333.25
2026-02-03,317.1000061035156
2026-02-04,308.6499938964844
2026-02-05,308.3999938964844
2026-02-06,296.54998779296875
2026-02-09,299.8500061035156
2026-02-10,294.20001220703125
2026-02-11,294.79998779296875
2026-02-12,299.6499938964844
2026-02-13,300.04998779296875
2026-02-17,284.6000061035156
2026-02-18,287.54998779296875
2026-02-19,287.3999938964844
2026-02-20,288.29998779296875
2026-02-23,281.1499938964844
2026-02-24,288.25
2026-02-25,288.29998779296875
2026-02-26,286.0
2026-02-27,284.6000061035156
2026-03-02,288.3500061035156
2026-03-03,286.95001220703125
2026-03-04,290.70001220703125
2026-03-05,293.0
2026-03-06,297.6000061035156
